patterns,tags
ဘိုင်အိုမသိဝူးလေး,Zwe
မကောင်းဝူးညီကို,Zwe
ဟု,Zwe
မှူးမတ်တွေမရှိဝူး,Zwe
အိမ်သာကအစကျနော်ဘဲဆေးရတာ်ညီကို,Zwe
မီဂျန်းနရပ်စ်ဖြစ်ပါတယ်ကင်မ်,Zwe
ဘာလာလာစားတယ်ကင်မ်,Zwe
ကျွေမဲ့ပုံပေါ်ဝူးသူက,Zwe
ဟုတ်,Zwe
ဇာတ်နာသွားဘ္,Zwe
ဘီ,Zwe
ကင်မ်ကိုသတ်လိုက်ပီပီကို,Zwe
ပီကို့ကိာလာသတ်တာ,Zwe
သေမှာ,Zwe
ကင်မ်ကစလို့ကောင်းလို့ဘာ,Zwe
ဟယ်ဒို့လဲပေါင်မုန့်စားနာ,Zwe
မီပါရွာပါပါး,Zwe
ဟိုင်း,Zwe
ရွာပါပါးကိုဆံပင်စောင့်ဆွဲရင်ငရဲကြီးမှာပေါ့,Zwe
တရုတ်လိုဘဲ,Zwe
ခိုခိုဇစ်စာ,Zwe
ပီကိုစပ်စ်,Zwe
ကဲကဲအိပ်တော့မယ်ကွယ်,Zwe
ပီကိုဆိုပီကိုဘဲလို့နင့်အမေကြီးတော်နှစ်ဝမ်းခွဲအကို့ယောက္ခမအဖိုးရဲ့သမီးကြီးတော်နဲ့မှ,Zwe
ကလေးတွေလိမ်လိမ်မာမာနေကြ,Zwe
ဖျင်ထဲကထွက်ချင်ရင်အရင်စားလေပိုက်ဆံတွေကိုရွာပါပါးကလဲ,Zwe
စားဝူးပါပါး,Zwe
ပါပါးကိုဆန့်ကျင်မယ်,Zwe
မမနဲ့အိပ်မက်ထဲမှာတွေ့,Zwe
စထရွင်းသွားကြည့်မို့လားကင်မ်,Zwe
နောက်လဖိုင်နယ်,Zwe
မီလဲလိုက်မယ်,Zwe
ဘောင်လို့ဖတ်ကွာ,Zwe
ယင်ကောင်တွေဘောင်မဝင်တာလေ,Zwe
မရေတွက်တတ်တာမဟုတ်ဝူးဘူလီခံရတာ,Zwe
သားကစတာလို့ပြောပေးဘာကင်မ်,Zwe
မြန်မာနိုင်ငံသည်နေနှင့်ကမ္ဘာကြားတွင်ရှိသည်,Zwe
မြန်မာစာတွေပါ,Zwe
စတာလို့မှတ်လိုက်ဘာ,Zwe
ဆဲလိုက်,Zwe
လူသားဆန်စွာ,Zwe
မင်ဂလာမရှိဝူးစောစောစီးစီးမီးပျက်နေတယ်,Zwe
ဝီဖီလာဘီကင်မ်,Zwe
မီးပျက်သွားတာ,Zwe
ဂိုဂျိုနဲ့မာစီဘာတွေပြောနေတာလဲ,Zwe
ဟုတ်ပီ,Zwe
ပါအာကုစု,Zwe
မာစီ့ကော့ဘာ,Zwe
မသိဝူးလေ,Zwe
ဂိုဂျိုယင်ကောင်သုသေသီလား,Zwe
မီခရိုစကုတ်တွေဘာတွေပါသေးလား,Zwe
ထိုးမယ်,Zwe
အီချီဂျိုနဲ့ချိန်ူထိုးနာ,Zwe
အိပ်မက်ထဲမှာ,Zwe
ရိုးဂကျင့်,Zwe
ယင်ကောင်တွေလောင်မဝင်ဝူး,Zwe
ပိုင်းပိုင်တီကိုး,Zwe
လူတွေမမှီတော့ဝူး,Zwe
သူလဲရှက်မှာပေါ့ပွင့်ရတာ,Zwe
ပန်းအကြောင်းပြောနေတာလေကင်မ်,Zwe
မူးနေတာလား,Zwe
အမူးမပြေသေးဝူးလား,Zwe
အရိုင်းအစိုင်း,Zwe
အသက်ကယ်အင်ကျီဝတ်ေပးထားလေ,Zwe
မသိဝူးလေ,Zwe
တဆက်ထဲရေးလေဗျာ,Zwe
ကင်မ်ချီ,Zwe
သတ်လိုက်လေ,Zwe
တကောင်လုံးဆံ့လို့လား,Zwe
လျှေက်,Zwe
ချက်မှောင်လာဘီ,Zwe
ဘိုးတော်တွေပေါသားဘဲ,Zwe
မီးပျက်ကင်မ်,Zwe
ဘားမားလိုရေးနောင်တော်,Zwe
အလ်အိုအလ်ဆိုပီးတော့,Zwe
ဒီနေ့ကတင်းဂွေနေ့လေဘေးဘေ,Zwe
ကင်မ်ကအစိမ်းဘဲစားတာလေယင်ကောင်ဆိုတော့,Zwe
လက်မောင်း,Zwe
ဂိုဂျိုကနက်စ်လယ်ဗယ်ရောက်နေဘီ,Zwe
ဟိဟိ,Zwe
ကော့ကိစ္စပီးသွားဘီလား,Zwe
နားလည်သွားဘီ,Zwe
အီချီဂျိုကမော့ဘဲ,Zwe
နှစ်ယောက်ထဲနဲ့,Zwe
ပြေဘာတယ်ကင်မ်,Zwe
ဝီဖီပြန်ရဘီ,Zwe
မိုက်တာပေါ့ကင်မ်,Zwe
မမိုက်ဝူးအဆို,Zwe
ဘဝပေးအခြေအနေမကောင်းဝူး,Zwe
အိပ်လိုက်လေ,Zwe
မဖျားဝူးကင်မ်,Zwe
မနေ့ကဝီဖီမရလို့ညနေဘက်အိပ်လိုက်တာ,Zwe
မျူးစစ်နားထောင်အုံးမယ်,Zwe
ဟုတ်ပီကင်မ်,Zwe
စာလုပ်နေရလို့ဘာမာစီ,Zwe
စာကိုစာလုပ်ေနတာဘာ,Zwe
လူလိင်,Zwe
ကျနော်ဆိုကျောင်းကိုရေပေါ်ကနေလမ်းလျှေက်သွားတာ,Zwe
တောင်တွေဆိုလဲ၁၀၀ဒီဂရီတွေတက်ပစ်တာ,Zwe
ဟုတ်ကင်မ်,Zwe
ဇာန်ကျွတာကင်မ်,Zwe
သကြားမင်းကကျနော့တပည့်လေ,Zwe
ကျနော့ဆရာကကျနော်ဘဲကင်မ်,Zwe
စပ်ဖ်လမ်းနင်းလုပ်တာပေါ့,Zwe
ဘားမားချက်ကိုရီဗိုက်မယ်,Zwe
ချက်ကိုရီဗိုက်လုပ်မို့လူမရှိဝူးဖြစ်နေတာ,Zwe
ကင်မ်မီးပျက်နေတုန်းဘဲ,Zwe
စပစ်ရစ်ရအောင်လုပ်နေတယ်,Zwe
အီချီဂျိုဆာမကျနော့ကိုကောင့်လို့ရအောင်လုပ်ပေးဘာ,Zwe
မေ့သွားတာဘာ,Zwe
ကောင့်လို့ရအောင်ဘာ,Zwe
အပ်တစ်ဖြစ်ရင်စပစ်ရစ်ရဘီလား,Zwe
မကြည့်ဘာနဲ့,Zwe
မီ၂၂ရက်ရှိဘီလေ,Zwe
ကျနောအပ်တစ်ဖြစ်ပါတယ်,Zwe
ပါဘာတယ်,Zwe
ကင်မ်တိုးတိုးနေဘာ,Zwe
ဘယ်လိုကောင်းတာလဲအာကုဆု,Zwe
ချက်ကိုပြန်ရှင်အောင်လုပ်ရမယ်လေ,Zwe
တော်ဘီပီကိုဇာတ်မနာလို့မကြားချင်ဝူး,Zwe
ကင်မ်လေဆိပ်မှာလာကြိုတုန်းလေယာဉ်ကြိတ်သွားတာ,Zwe
ငပိမကောင်းကြောင်းဘဲပြောမယ်,Zwe
ကြက်ကင်ဘာ,Zwe
ဖော်ဖော်ရွေရွေ,Zwe
နေ့လည်စာ,Zwe
ဘဲကင်ကင်မ်,Zwe
ဘားမားချက်မှာလူလဲသိပ်မစည်ဘာလား,Zwe
အမတော်ကင်မ်ဘယ်ရောက်တော်မူနေလဲ,Zwe
နွားကိုဘူလီနေတာ,Zwe
မင်းဘဝကိုေပျာ်အောင်နေ,Zwe
ရီဖလက်ရှင်ပေပါမနက်မှဆက်မယ်,Zwe
ပျက်ဆီးနေဘီပဲ,Zwe
ဘားမားချက်ပါ,Zwe
တစ်ရက်သုံးလိပ်လောက်ထိလျှေညီကို,Zwe
နိုး,Zwe
ပျက်လိုက်ပါ,Zwe
မြန်မာချက်ကိုသိမ်းထားတာကျနော်တို့က,Zwe
မြန်မာချက်ထဲမှာနှယောက်ထဲရှိဒယ်,Zwe
နှယောက်ထဲနဲ့စီကားနာ,Zwe
ဘယ်သူလဲ,Zwe
ဟိဟိ,Zwe
မင်ဂါနံနံပင်,Zwe
မောနင်းအမတော်,Zwe
ဘယ်မှာတက်နာလဲ,Zwe
ဟုတ်,Zwe
ဟုတ်ကဲ့,Zwe
မောနင်းပါ,Zwe
နွားမပါဝူး,Zwe
အဲ့ဒါကဒီလိုရှိတယ်ကင်မ်ရဲ့,Zwe
မထချင်လို့ဘာ,Zwe
မထချင်လို့ဘာ,Zwe
မထချင်လို့လို့,Zwe
ဟုတ်,Zwe
ဟိုင်း,Zwe
၁၅နဲ့ဆေးလိပ်သောက်တယ်တဲ့လားဘက,Zwe
မပွင့်ချင်လို့နေမှာပါ,Zwe
များတယ်ညီကို,Zwe
လူဆိုတာဆုံးမပေးမဲ့သူလိုတယ်ကင်မ်ရဲ့,Zwe
မီဆုံးမလို့မရဝူးလေ,Zwe
ဘကမနော်နဲ့,Zwe
အိပ်တော့,Zwe
ညနက်နေဘီဘကအိပ်တော့,Zwe
မယုံကြဝူးလူတေများ,Zwe
ဘက,Zwe
ကင်မ်ဆုံးမဘီ,Zwe
ဂျီအပ်ဖ်ရှိတယ်ဆို,Zwe
ဘကစပ်စ်,Zwe
ဟုတ်တယ်ဘကကအကြောင်းကိုနားမလည်ဝူး,Zwe
မမှားဝူး,Zwe
ကျောလေးအိပ်တုံး,Zwe
မီနဲ့ကင်မ်နဲ့ဝေဘင်ရင်မှားခဲတယ်,Zwe
ကွစ်လိုက်ညီကို,Zwe
မကောင်းဝူး,Zwe
မရဝူးညီကို,Zwe
ညီကိုအနာဂါတ်ကောင်းဖို့ဘဲကွစ်လိုက်,Zwe
မကွစ်ရင်တောင်လျှေသောက်ကွာ,Zwe
တရက်တလိပ်နှစ်လိပ်ပေါ့ညီကို,Zwe
နွားနွားဖြစ်သွားဘီ,Zwe
ဘယ်သူဘမ်းမှန်းမသိဝူးလေ,Zwe
မဘူလီကြဘာနဲ့လို့,Zwe
ဟု,Zwe
ဘယ်သူမှမရှိတော့ရီဗိုက်လုပ်ပေးရတာပေါ့ဆရာပတ်,Zwe
မသိဝူးလေကွယ်,Zwe
သိတယ်လေ,Zwe
ခများကောင်မလေးမရပါစေနဲ့,Zwe
လှောင်တာ,Zwe
ကျနော်သူ့ကိုချစ်တာတော့စစ်တယ်,Zwe
တင်းဂွေနေ့ကမနေ့ကလား,Zwe
မသိလိုက်ဝူးကွယ်,Zwe
တနေကုန်သာချင်နေတာ,Zwe
ဒါပေါ့ကွယ်,Zwe
ဘာအကြောငိးဆွေးနွေးနေကြတာလဲ,Zwe
သူမကိုတော့မမေ့ဝူးပေါ့,Zwe
ဂူအောင်းနေတုန်း,Zwe
အချစ်မစစ်လိုက်တာ,Zwe
တူတူပဲစစ်ရေ,Zwe
ပျက်မှာ,Zwe
ဟုတ်တယ်,Zwe
ကင်မ်ကတွေးချင်ရာတွေးနာ,Zwe
ဂိုဂျိုလာရင်ချက်ကြီးမှောင်သွားရော,Zwe
မေ့သွားလို့,Zwe
ရင်လို့ပြင်ထားတယ်လေကင်မ်,Zwe
ဟုတ်,Zwe
မူးလဲမူးပါစေ,Zwe
စာမေးပွဲဖြေနိုင်လားလို့ပါ,Zwe
ပါပါးကလူယုတ်မာပုံနဲ့,Zwe
အဲ့လိုတေမျှေနေတာကြာပီ,Zwe
မင်ဂါဘာဝက်ဆန်,Zwe
ဥ,Zwe
အရှိန်ယူနေသေးတယ်,Zwe
မီးကပျက်တာတောင်မှိန်ပီးမှပျက်တာ,Zwe
ဆရာပတ်ဝေါ့အောက်လုပ်နာ,Zwe
ကင်မ်,Zwe
ခြံထဲမှကြက်မရှိဝူးညီကို,Zwe
လိုက်ပါနေရတာမောတယ်,Zwe
ပီးလိုက်ပါ,Zwe
ဟုတ်ဟုတ်ဂေ့ဖ်ပါ,Zwe
ဘာစာမေးပွဲလဲ,Zwe
သေကုန်တယ်ကင်မ်,Zwe
ဘာမှမဆိုင်ပဲပါရပြန်ပီ,Zwe
ဥဥခိုင်းပီးစား,Zwe
ပိုမြတ်တယ်,Zwe
ကြက်မဘာဆို,Zwe
ရွာဘက်တွေတော့မိုးရွာတယ်ကွယ်မြိုကြီးတေမှာတော့မသိဝူး,Zwe
ဟယ်,Zwe
မိုးရွာထားတာဘယ်လိုခြောက်မှာလဲ,Zwe
ဘာဖြေတာလဲ,Zwe
အိုကေပီကို,Zwe
ဟုတ်ဝူးဟုတ်ဝူး,Zwe
ကိုကိုပေါ့ရှင့်,Zwe
ဟာရောက်တာနဲ့ဆွေးတာပဲ,Zwe
ချောင်းသာကိုဆိုက်ကားနဲ့သွားလို့မရဝူးလေ,Zwe
အေး,Zwe
ကြီးလိုက်,Zwe
ကြီးလိုက်,Zwe
ဂေးလိုက်ပါ,Zwe
ဘကဂေးလိုက်ပါလား,Zwe
ကင်မ်အချစ်နာကျနာ,Zwe
ကိုကိုပါဆို,Zwe
တယ်,Zwe
လူမဟုတ်လို့ပေါ့,Zwe
စောင်ချုံထားရတယ်,Zwe
မပူဝူးကင်မ်,Zwe
မင်ဂါဘာ,Zwe
ကင်မ်ညစာသွားစားတော့,Zwe
ရာသီဥတုအရမ်းအေး,Zwe
ဟာဝဲကမ်းခံရဝူးဘဲ,Zwe
မလိုဝူး,Zwe
ကျနော်ပြန်ရှင်လာဘီ,Zwe
ကျနော်လဲသေအုံးမယ်တာ့တာ,Zwe
ကင်မ်ကသတ်နေတာလေချက်ကို,Zwe
ဘာဖြစ်လဲဘာဖြစ်လဲ,Zwe
ယုံဝူးဂိုဂျို,Zwe
ဂိုဂျိုကနိမ်းမပြောင်းတော့ထည့်မတွက်ထားဝူး,Zwe
ပြည်ထောင်စုက၂ယောက်ထဲ,Zwe
လုပ်မှာပီကို,Zwe
ကျနော်နှုတ်ထွက်တော့မယ်,Zwe
ဟိုင်းပါ,Zwe
မေခါ်ပေးပါဝူး,Zwe
ဘူဘီ,Zwe
အယ်အိုအယ်,Zwe
လူတေများ,Zwe
အိပ်နေတာလေကင်မ်,Zwe
မင်ဂါဘာ,Zwe
ဟုတ်ပီ,Zwe
လို့ပြောတာလေဖျား,Zwe
မရိုင်းပါဝူး,Zwe
ဝေဖာပါဖျား,Zwe
သူလဲရိုင်းဒါပဲကို,Zwe
ကောင်းပါတယ်ဖျား,Zwe
မီမုန့်သွားစား,Zwe
ချစ်တို့ရေအိပ်ဘီကွယ်,Zwe
နွားရေဠီးပဲ,Zwe
ဒီအမ်လာခဲ့,Zwe
ချစ်တို့ရေ၁၁၃၀ကျရင်အိပ်ဘီကွယ်,Zwe
ကောင်မလေးက၁၁၃၀အိပ်တဲ့,Zwe
ဂိုဂျိုသနားဘာတယ်ကင်မ်ရယ်,Zwe
တင်းဂွေနေ့လေဘေးဘေ,Zwe
ဘကဂေးသွားတာဘာ,Zwe
ငါခေါ်မယ်မကိုင်ရင်တွေ့ဘီ,Zwe
ဘာတွေမှမလားဘာဝူး,Zwe
ဝဋ်မလည်ခင်အင်ဂျွိင်းထားတာ,Zwe
အဲ့လိုတွေကြည့်ချင်နေတာ,Zwe
လိုလဲမလိုဝူးလိုသုံးလုပ်ရအောင်လဲ,Zwe
နွားပါဆိုငါးလိုမလားငါးမလိုဝူးပေါ့,Zwe
ဂိုဂျိုတော့ဘာတေပြောနေပြန်ဘီလဲသိဝူး,Zwe
မလာနဲ့ဘူလီ,Zwe
ကျနော်ငါးပေကိုးပါကျေူဇူးတင်ပါတယ်,Zwe
နိုးသေးဝူး,Zwe
ဟုတယ်ဟုတယ်,Zwe
ရေးချင်သလိုရေးမယ်ကင်မ်,Zwe
ဆိုင်ထိုင်မယ်,Zwe
ဂိုဂျိုကိုတယောက်ယောက်အပစ်ပေးကြပါ,Zwe
သွားပြန်ကြည့်ရမယ်မမှတ်မိဝူး,Zwe
ဟု,Zwe
ကျနော်ပြေးနေရဘီ,Zwe
မုလာရင်ပြေးကြ,Zwe
ရာထူးကောင်းကောင်းပေးပါ,Zwe
ဝှိုင်းဂိုဂျိုအောလဝေးစ်ဒက်တီး,Zwe
ကင်မ်ဟိုက်ပါ,Zwe
ပီကို့ကိုဆန့်ကျင်ကြ,Zwe
မီလဲကျောင်းသားလေမီကအိမ်သာဆေးရတယ်လား,Zwe
သွားထိုင်မယ်,Zwe
ဂိုဂျိုအထင်သေးတာဘဲ,Zwe
နိုးပါမီ့ရဲ့အမတော်ကင်မ်ပါ,Zwe
ထိုင်ပြောနေတာပါ,Zwe
ဟုတ်တယ်အမတော်ကင်မ်,Zwe
မသိဘာဝူးဖျား,Zwe
ရှည်လဲဖတ်,Zwe
ပျောရေးလို့မရဝူး,Zwe
ငသတ်ရောဘဲ,Zwe
အပေါ်ကစာတွေဖတ်လေနောင်တော်,Zwe
ကင်မ်ကြေကွဲစေ,Zwe
ပီကို,Zwe
ဟု,Zwe
ဖြုံနေတာအဲ့လိုအပြောခံရတာကို,Zwe
သရေဂွင်းအင်ဂျွိင်ရာ,Zwe
ကင်မ်ရိုင်းတယ်,Zwe
ဘမ်း,Zwe
မနေ့ညကလေးခွထုတ်လုပ်နိုင်ခဲ့ကြောင်းပါဖျား,Zwe
လမို့မလုပ်နဲ့ကင်မ်လဲငါးပေသုံး,Zwe
ဟုတယ်,Zwe
မမတွေလဲပုတယ်ခုခေတ်က,Zwe
ဂျန်ဒါကွာလတီဆိုပီးယောက်ျာလေး၅ပေ၄ကျမရဝူးလား,Zwe
ဂိုဂျိုမင်ဂါဘာ,Zwe
ကင်မ်ထရန်စလိတ်ပေးတော်မူပါ,Zwe
ဘာတွေလဲညီကို,Zwe
ပြန်မယ်,Zwe
ဒ,Zwe
ဝဲကမ်းဘက်ဆိုဝဲကမ်းဘက်ပေါ့ကင်,Zwe
ဝဲကမ်းဘက်ကင်မ်,Zwe
ဘာတေပြောနေတာလဲ,Zwe
ကင်မ်တိုက်ပင်း,Zwe
နာကျင်ရတယ်,Zwe
မတွေ့ပါနဲ့တော့,Zwe
အိပ်ဆေး,Zwe
ဘာပြောမလဲအမတော်,Zwe
ဘီယွန်းမိုင်အန်ဒါစတန်းနီး,Zwe
အာဏာသံပါနေတယ်,Zwe
ကပေါင်းချင်သလိုပေါင်းမှာ,Zwe
မသိဝူးကင်,Zwe
ဟု,Zwe
ဒါပေါ့ပီကို,Zwe
ဝေးစနှလုံးပေါက်မရတာမသိဝူးလားကင်,Zwe
ဒီညမျှာထုတ်လုပ်မို့စီစဉ်ထားပါတယ်,Zwe
အဖတ်တောင်မလုပ်တဲ့သူကို,Zwe
အားကျတယ်ညီကို,Zwe
စီအာဒီကင်မ်ဆိုပီးရပေးရမာလား,Zwe
သာချင်ကမေးခွန်ူနားမလည်တာပါတွက်တတ်တယ်,Zwe
မသိဝူးကင်မ်,Zwe
လေယဉ်နဲ့,Zwe
ဟု,Zwe
ဘူလီကဘူလီခံနေရတယ်,Zwe
ကင်မ့်ကိုသိမ်းသွင်းရအုံးမယ်,Zwe
ရအောင်လုပ်မှာကင်မ်,Zwe
ဗျိုဘူလီပီကိုရှိလားဘူလီပီကို,Zwe
ကျုပ်အသင့်ကိုစမွန်းလုပ်ပါသည်,Zwe
မျူးစစ်ထဲမှာအိပ်ပျောနေလားသိဝူး,Zwe
ကင်မ်သီချင်းဆိုဝှမ်း,Zwe
မမေးဝူးတိတ်,Zwe
လူတေများစာကျက်တုန်း,Zwe
အိုကေချင်တာတွေအိုကေနေတာအမတော်,Zwe
နိုင်ထရိုဂေ့,Zwe
ဘူလီပီကိုကိုခေါ်ပေးကြပါ,Zwe
အိပ်ချက်,Zwe
ပြောချင်ရာတွေပြောတာကင်မ်,Zwe
လက်ညောင်းပစေပေါ့ကင်မ်,Zwe
နွားကိုပင့်ထားတယ်,Zwe
အွန်း,Zwe
ရာမန်မစားနိုင်ဝူး,Zwe
ခိုးတော့ဘာဖြစ်လဲကင်မ်,Zwe
ဘာဖြစ်လဲကင်မ်,Zwe
ချက်သေဆုံးနေတယ်,Zwe
ဘူလီခံရတာပဲ,Zwe
မင်ဂါနံနံပင်ပါချက်,Zwe
မမဆိုတာပကာသနပါ,Zwe
ညစာခေါက်ဆွဲပြုတ်လောက်ကောင်းတာမရှိဝူး,Zwe
အိုကေ,Zwe
မင်ဂါနံနံပင်ပါစီအာဒီကင်မ်,Zwe
ချိုချဉ်,Zwe
ကင်မ်ကိုမမောင်းထုတ်ပါနဲ့,Zwe
လာရင်ကြက်ကင်ဝယ်လာ,Zwe
ဘယ်ချက်ရောက်ရောက်ဘူလီကြတယ်,Zwe
ကြက်ကင်,Zwe
ကင်,Zwe
ဟိုင်း,Zwe
အိုကေ,Zwe
ဝှဲနွား,Zwe
ဘူလီမရှိတော့ဝူး,Zwe
ဟာနွားပလို,Zwe
နံနံခြားသွားမယ်,Zwe
လိုက်မယ်ကင်မ်,Zwe
ကိုကို,Zwe
သွားချင်နေတာကြာဘီ,Zwe
သာချင်ကထက်ခက်တယ်ဟလခွမ်း,Zwe
သူမကမျက်နှာမသစ်ပဲတာ,Zwe
ဟုတ်ပါ့,Zwe
နွားကိုဒိုးတော့တဲ့ဒီဘွန်မာကတော့,Zwe
ပီကိုဘာတွေဖြစ်နာလဲ,Zwe
စာပြပါအုံး,Zwe
လူ၁၃ယောက်လောက်နဲ့ပျောပျောရွှင်ရွှင်စကားပြောနေရတဲ့အချိန်ကိုပြန်လွမ်း,Zukmydik
နောက်တော့ဆိုပီးတွေကပြောလိုက်တော့မဟုတ်တဲ့ကောင်တွေ၀င်လာရောနောက်တော့အဲ့ကောင်တွေကြားမှာငါလည်းရောခံလိုက်ရတာနေမယ်,Zukmydik
စစတုန်းကကွာလူနည်းနည်းပဲရှိတာယောက်လောက်ပဲအဲ့အထဲကအားပေးလာတာ,Zukmydik
ဘာမှမလုပ်ပဲခံလိုက်ရတာကြီးကွာ,Zukmydik
လပ်မီဒိုင်း,Zukmydik
လှလို့ထားတာလေးတွေပါ,Zukmydik
မိမိမဟုတ်ဘူးလေ့ဘရားသား,Zukmydik
တခါတည်းအလုပ်မလုပ်ပဲနေလိုက်ရင်ကောင်းမလားပဲ,Zukmydik
ကသိပ်မဆိုးဘူးကအရမ်းကိုဆိုးတာရုပ်တွေပျက်,Zukmydik
ရှုစားတော်မူပါဦး,Zukmydik
ငါကိုမှာတဲ့ကိုမုန်းလိုက်တာ,Zukmydik
၀င်ထားတယ်,Zukmydik
ကြည့်ကတာလောက်တော့မကောင်းဘူးလေအဆွေရယ်,Zukmydik
မင်းတို့ကတောင်လေးကြည့်လို့ရသေးတယ်ငါ့မှာတော့ဘာမှရှာမရ,Zukmydik
တူတူပဲရီနေကတယ်အဲ့အချိန်က,Zukmydik
ပုံကအရင်ကလေးထင်တာအခုတော့မိုက်,Zukmydik
နဲ့အလုပ်နဲ့ငြိနေတယ်,Zukmydik
ဆန္ဒပြပွဲကထုတ်ထားတဲ့ပုံလေး,Zukmydik
မိမိမဟုတ်ဘူးဆိုဘရားသားတို့ကချိတ်ဒတ်ပဲပွတ်ချိတ်ကိုက်ပါစေ,Zukmydik
ယောကျာ်တွေမကောင်းဘူးလို့ပြောလဲတာပဲတရုတ်မလင်က,Zukmydik
ဟုတ်တယ်သူ့ကိုလဲစလိုက်နောက်လိုက်နဲ့,Zukmydik
ကျွန်တော်အကုန်၀င်ပီးသွားပီလုံး၀ကိုမရ,Zukmydik
ပိုက်ဆံရနေတော့လဲကြောက်ကြောက်နဲ့အပြင်ထွက်ပီးပစ္စည်းပို့နေရ,Zukmydik
ကိစ္စကြောင့်တာဖြစ်မှာ,Zukmydik
နာမည်ခေါ်ပေးပါတို့မျက်နှာပြတို့နဲ့ရှုပ်ကုန်တာ,Zukmydik
အဲ့မှာကကျွန်တော့ကိုလိုက်တယ်ထင်ပါရဲ့,Zukmydik
အခုမှသူ့လေးတွေကြည့်မလို့လုပ်နေတုန်း,Zukmydik
အစောတုန်းကတုန်းကလိုပဲပြောတာနောက်မဟုတ်တဲ့ကောင်တွေပါလာတော့ရှုပ်ကုန်,Zukmydik
ကတော့ဒီတသက်ရှာမတွေ့တော့ဘူးထင်ပါတယ်,Zukmydik
ပွဲမဟုတ်ဘူးဒီအတိုင်းကညဘက်ငှက်ပြောသီးစားတယ်ပြောလို့စတာပါစစတုန်းက,Zukmydik
ရောက်လာတယ်ရအဲ့နေ့ကရန်တောင်ဖြစ်မလိုဖြစ်ခဲ့သေး,Zukmydik
ဝပါ,Zuffymo
ရကြိုတော့နှပ်သေးတယ်လေ,Zuffymo
ဘယ်လိုပဲဖြစ်ဖြစ်ဂရင်ချ်ပါဘရို,Zuffymo
၀၀၇ဒါပေမယ့်သူကလေဆာနဲ့,Zuffymo
ဆူပါအိုင်ဒေါနီးရှန်,Zuffymo
ဒီနေ့ဘယ်လိုဖြစ်လို့တစ်ခုလုံးမျိုချစ်တွေဖြစ်ကုန်တာလဲဖြစ်နေတော့အကုန်လွတ်,Zuffymo
ဟာညီ၂,Zuffymo
ပါပျိုတို့,Zuffymo
နင်နင်ကနင်နင်နင်ကနင်ကနင်နင်,Zuffymo
အချစ်ဟာပြေးလို့လိုက်တာလားလိုက်လို့ပြေးတာလား,Zuffymo
တော်သေးတယ်ငါမပါဘူး,Zuffymo
ခဏလေးနဲ့သေတာမကြိုက်ဘူး၁၀နှစ်အနှစ်၂၀လောက်ခံစားပြီးမှသေစေချင်တယ်,Zuffymo
နှစ်ကောင်နှစ်ကောင်ဖြစ်နေပြီ,Zombie
တကယ်ပါဆိုမနေ့ကလိုတစ်ခန်းလုံးမှောင်နေတာပဲ,Zombie
ပတ်ဝန်းကျင်ကိုအနှောက်အယှက်မပေးပါနဲ့,Zombie
ီးမီး,Zombie
ဘဘရှိုင်းပြန်လာပြီလား,Zombie
သီချင်းဆိုပြီးပါပြီ,Zombie
ဆိုဆို,Zombie
မီးပျက်နေလို့ဗျ,Zombie
မန်းရှင်းတယ်လေ,Zombie
နေရင်းထိုင်ရင်းကျွန်တော်ကိုသတ်မယ့်လူတွေများလာတယ်ဗျာကယ်ပါအုံးကိုကိုအာကုစု,Zombie
လူသစ်တွေဘူလီတာခံနေရတာပဲ,Zombie
ဒီနွားကိုကြည့်ရင်းကင်စားချင်လာပြီ,Zombie
ဟုတ်ပြီဘရားသားအဲ့နာမည်အပြာလေးတွေကိုဘူလီကြမယ်,Zombie
ဘာညှပ်မရလဲမသိတာခက်,Zombie
ခများတို့ဘာသာမလာပဲနဲ့,Zombie
မာစီမှန်တယ်,Zombie
နဲ့တိုင်မှာနော်,Zombie
တစ်ပါတ်ပြည့်လိုက်လို့လား,Zombie
အိုသိပြီ,Zombie
ဒီတိုင်းသိနေတာ,Zombie
ဆော့နေကြတာလားပျိုတို့,Zombie
ပျက်ချက်ပဲ,Zombie
လေးပြောပါပြီ,Zombie
ဘားမိစ်ချက်ကလစ်ပြီ,Zombie
ရုဒ်,Zombie
ဟူးအက်စ်ခ်,Zombie
မီးပျက်လို့အမှောင်ထဲထိုင်နေတာကိုကန်းအောင်လုပ်နေတာပဲ,Zombie
မိအောင်အရင်ဖမ်း,Zombie
ဟိုးလီးရှစ်ဘောစိ,Zombie
ပုံမှန်ဆိုရင်တော့ဝင်ထိုင်ပြီးအဆင်ပြေတာညှပ်ခိုင်းတာပဲ,Zombie
ဘဒိုပြောချင်သလိုပြောလို့မရဘူး,Zombie
ဟဘဒိုဒါဘဒို့မဟုတ်ဘူးနော်,Zombie
ခေါင်းကိုက်တယ်,Zombie
ရိုင်း,Zombie
ဟ,Zombie
အိုးနိုးခရင့်ချ်,Zombie
အဲ့မှာတော့မရ,Zombie
တစ်ခါမှမရောင်းဖူးပဲသွားရောင်းတာလား,Zombie
ဆိုပြလိုက်တာ,Zombie
ဦးဇင်းဖုန်းသုံးတာကျောင်းထိုင်မဆူဘူးလားဘုရား,Zombie
ဆိုကွာဘာသာရပ်အလိုက်တွေခွဲထားရင်ပြီးနေပြီ,Zombie
